date,time,stockcode,open,high,low,close,vol,val,freq
20200109,062741,00000002,3,AALI                 ,Astra Agro Lestari Tbk.                                     ,0,ORDI_PREOPEN,12  ,00000001550.00,00000001230.96,00001924688333,00001924688333,00100,--S1BXO1,--S-18AEM-----12--------------          ,00001924688333
20200109,062741,00000003,3,AALI-R               ,HMETD Astra Agro Lestari Tbk.                               ,0,RGHI        ,12  ,00000003370.00,00000000100.00,00000349943333,00000349943333,00100,-------1,                                        ,00000000000000
20200109,062741,00000004,3,ABBA                 ,Mahaka Media Tbk.                                           ,0,ORDI        ,95  ,00000000105.00,00000000057.00,00002755125000,00002755125000,00100,--U9---2,--U-213-------95--------------          ,00002755125000
20200109,062741,00000005,3,ABBA-R               ,HMETD Mahaka Media Tbk.                                     ,0,RGHI        ,95  ,00000000001.00,00000000100.00,00001333125000,00001333125000,00100,-------2,                                        ,00000000000000
20200109,062741,00000006,3,ABDA                 ,Asuransi Bina Dana Arta Tbk.                                ,0,ORDI        ,84  ,00000003800.00,00000000438.02,00000620806680,00000620806680,00100,XDU8---2,XDU-21-5------84--------------          ,00000620806680
20200109,062741,00000007,3,ABMM                 ,ABM Investama Tbk.                                          ,0,ORDI        ,98  ,00000003750.00,00000003750.00,00002753165000,00002753165000,00100,--U9---1,--U-11-5------98--------------          ,00002753165000
20200109,062741,00000008,3,ACES                 ,Ace Hardware Indonesia Tbk.                                 ,0,ORDI        ,93  ,00000000820.00,00000000082.00,00017150000000,00017150000000,00100,XDS9K--1,--S-1M7PM-----93--------------          ,00017150000000
20200109,062741,00000009,3,ACST                 ,Acset Indonusa Tbk.                                         ,0,ORDI        ,62  ,00000002500.00,00000002381.29,00000700000000,00000700000000,00100,--U6---1,--U-1135------62--------------          ,00000700000000
20200109,062741,00000010,3,ADES                 ,Akasha Wira International Tbk.                              ,0,ORDI        ,54  ,00000003850.00,00000001925.00,00000589896800,00000589896800,00100,--U5---2,--U-213-------51--------------          ,00000589896800
20200109,062741,00000011,3,ADHI                 ,Adhi Karya (Persero) Tbk.                                   ,0,ORDI_PREOPEN,62  ,00000000150.00,00000000127.33,00003560849376,00003560849376,00100,--S6LKO1,--SO1HAFV-----62--------------          ,00003560849376
20200109,062741,00000012,3,ADMF                 ,Adira Dinamika Multi Finance Tbk.                           ,0,ORDI        ,82  ,00000002325.00,00000002325.00,00001000000000,00001000000000,00100,--U8---1,--U-11-5------82--------------          ,00001000000000
20200109,062741,00000013,3,ADMG                 ,Polychem Indonesia Tbk                                      ,0,ORDI        ,34  ,00000004250.00,00000001120.34,00003889179559,00003889179559,00100,--M3---1,--U-1135------34--------------          ,00003889179559
20200109,062741,00000014,3,ADRO                 ,Adaro Energy Tbk.                                           ,0,ORDI_PREOPEN,21  ,00000001100.00,00000001100.00,00031985962000,00031985962000,00100,--S2BXO1,--SO1XD5U-----21--------------          ,00031985962000
20200109,062741,00000015,3,AGII                 ,Aneka Gas Industri Tbk.                                     ,0,ORDI        ,34  ,00000001100.00,00000001100.00,00003066660000,00003063160000,00100,--S3---1,XDS-1135------34--------------          ,00003066660000
20200109,062741,00000016,3,AGRO                 ,Bank Rakyat Indonesia Agroniaga Tbk.                        ,0,ORDI        ,81  ,00000000100.00,00000000061.21,00015211960566,00015211960566,00100,XRM8K--1,--M-1855------81--------------          ,00017691313349
20200109,062741,00000017,3,AGRS                 ,Bank Agris Tbk.                                             ,0,ORDI        ,81  ,00000000110.00,00000000110.00,00005203614878,00005203614878,00100,--U8---2,--U-21-5------81--------------          ,00005203614878
20200109,062741,00000018,3,AHAP                 ,Asuransi Harta Aman Pratama Tbk.                            ,0,ORDI        ,84  ,00000004250.00,00000000049.58,00000840000000,00000840000000,00100,XDU8---2,--U-21--------84--------------          ,00000840000000
20200109,062741,00000019,3,AIMS                 ,Akbar Indo Makmur Stimec Tbk                                ,0,ORDI        ,91  ,00000000250.00,00000000125.00,00000220000000,00000220000000,00100,--U9---2,--U-21--------91------S-------          ,00000220000000
20200109,062741,00000020,3,AISA                 ,Tiga Pilar Sejahtera Food Tbk.                              ,0,ORDI        ,51  ,00000000950.00,00000000821.59,00003218600000,00003218600000,00100,--S5K--1,--U-11--------51--M--L--------          ,00003218600000
20200109,062741,00000021,3,AKKU                 ,Anugerah Kagum Karya Utama Tbk.                             ,0,ORDI        ,94  ,00000000220.00,00000000065.88,00006449463636,00006449463636,00100,--U9---2,--U-213-------94--------------          ,00006449463636
20200109,062741,00000022,3,AKPI                 ,Argha Karya Prima Industry Tbk.                             ,0,ORDI        ,35  ,00000003800.00,00000000758.09,00000680000000,00000680000000,00100,XDU3---2,XDU-213-------35--------------          ,00000680000000
20200109,062741,00000023,3,AKRA                 ,AKR Corporindo Tbk.                                         ,0,ORDI_PREOPEN,91  ,00000004000.00,00000000125.47,00004000142270,00004000142270,00100,--S9BXO1,--SO1S3XM-----91--------------          ,00004000142270
20200109,062741,00000024,3,AKSI                 ,Majapahit Inti Corpora Tbk.                                 ,0,ORDI        ,99  ,00000000200.00,00000000200.00,00000720000000,00000720000000,00100,--U9---2,--U-213-------74--------------          ,00000720000000
20200109,062741,00000025,3,ALDO                 ,Alkindo Naratama Tbk.                                       ,0,ORDI        ,38  ,00000000225.00,00000000225.00,00000550000000,00000550000000,00100,--U3---2,--U-213-------38--------------          ,00000550000000
20200109,062741,00000026,3,ALKA                 ,Alakasa Industrindo Tbk                                     ,0,ORDI        ,33  ,00000009800.00,00000000594.00,00000507665055,00000507665055,00100,--U3---2,--U-213-------33--------------          ,00000507665055
20200109,062741,00000027,3,ALMI                 ,Alumindo Light Metal Industry Tbk.                          ,0,ORDI        ,33  ,00000001300.00,00000000650.00,00000616000000,00000616000000,00100,--U3---2,--U-21--------33--------------          ,00000616000000
20200109,062741,00000028,3,ALTO                 ,Tri Banyan Tirta Tbk.                                       ,0,ORDI        ,51  ,00000000210.00,00000000200.16,00002191494355,00002191494355,00100,--U5---1,--U-11--------51-----L--------          ,00002191494355
20200109,062741,00000029,3,AMAG                 ,Asuransi Multi Artha Guna Tbk.                              ,0,ORDI        ,84  ,00000000105.00,00000000105.00,00005001552516,00005001552516,00100,--U8---2,--U-21-5------84--------------          ,00005001552516
20200109,062741,00000030,3,AMFG                 ,Asahimas Flat Glass Tbk.                                    ,0,ORDI        ,32  ,00000002450.00,00000002450.00,00000434000000,00000434000000,00100,XDU3---1,CDU-1135------32--------------          ,00000434000000
20200109,062741,00000031,3,AMIN                 ,Ateliers Mecaniques D Indonesie Tbk.                        ,0,ORDI        ,41  ,00000000128.00,00000000128.00,00001080000000,00000240000000,00100,XDU4---2,CDU-213-------41--------------          ,00001080000000
20200109,062741,00000032,3,AMRT                 ,Sumber Alfaria Trijaya Tbk.                                 ,0,ORDI        ,93  ,00000000395.00,00000000039.19,00041524501700,00038614252900,00100,--S9---1,--S-11-E------93--------------          ,00041524501700
20200109,062741,00000033,3,ANJT                 ,Austindo Nusantara Jaya Tbk.                                ,0,ORDI        ,12  ,00000001200.00,00000001200.00,00003354175000,00003354175000,00100,XDU1---1,--U-1135------12--------------          ,00003354175000
20200109,062741,00000034,3,ANTM                 ,Aneka Tambang (Persero) Tbk.                                ,0,ORDI_PREOPEN,23  ,00000001400.00,00000000151.67,00024030764725,00024030764725,00100,--S2XXO1,--SO1XDQV-----23--------------          ,00024030764725
20200109,062741,00000035,3,APEX                 ,Apexindo Pratama Duta Tbk.                                  ,0,ORDI        ,22  ,00000001562.00,00000001562.00,00002659850000,00002659850000,00100,--U2---2,--U-21-5------22---E-L--------          ,00002659850000
20200109,062741,00000036,3,APIC                 ,Pacific Strategic Financial Tbk.                            ,0,ORDI        ,89  ,00000000210.00,00000000094.02,00011763038265,00011763038265,00100,--S8---2,--U-21-5------89--------------          ,00011763034199
20200109,062741,00000037,3,APII                 ,Arita Prima Indonesia Tbk.                                  ,0,ORDI        ,91  ,00000000220.00,00000000220.00,00001075760000,00001075760000,00100,XDU9---2,--U-213-------91--------------          ,00001075760000
20200109,062741,00000038,3,APLI                 ,Asiaplast Industries Tbk.                                   ,0,ORDI        ,35  ,00000000600.00,00000000120.00,00001500000000,00001500000000,00100,--U3---1,--U-113-------35--------------          ,00001500000000
20200109,062741,00000039,3,APLN                 ,Agung Podomoro Land Tbk.                                    ,0,ORDI        ,61  ,00000000365.00,00000000365.00,00020500900000,00020500900000,00100,XDM6---1,--M-1835------61--------------          ,00020500900000
20200109,062741,00000040,3,APOL                 ,Arpeni Pratama Ocean Line Tbk.                              ,0,ORDI        ,74  ,00000000625.00,00000000312.50,00008670479000,00008670479000,00100,--U7---1,--U-11--------74---E----------          ,00008670479000
20200109,062741,00000041,3,ARGO                 ,Argo Pantes Tbk                                             ,0,ORDI        ,43  ,00000009950.00,00000003980.00,00000335557450,00000335557450,00100,--U4---2,--U-21--------43---E----------          ,00000335557450
20200109,062741,00000042,3,ARII                 ,Atlas Resources Tbk.                                        ,0,ORDI        ,21  ,00000001500.00,00000001500.00,00003000000000,00003000000000,00100,--U2---2,--U-2135------21--------------          ,00003000000000
20200109,062741,00000043,3,ARMY                 ,Armidian Karyatama Tbk.                                     ,0,ORDI        ,61  ,00000000300.00,00000000300.00,00008187500000,00001683000000,00100,--U6---2,--U-2135------61--------------          ,00008187500000
20200109,062741,00000044,3,ARNA                 ,Arwana Citramulia Tbk.                                      ,0,ORDI        ,32  ,00000000120.00,00000000014.71,00007341430976,00007341430976,00100,XDS3---1,--S-1175------32--------------          ,00007341430976
20200109,062741,00000045,3,ARTA                 ,Arthavest Tbk                                               ,0,ORDI        ,94  ,00000000225.00,00000000172.39,00000446674175,00000446674175,00100,--U9---2,--U-213-------94--------------          ,00000446674175
20200109,062741,00000046,3,ARTI                 ,Ratu Prabu Energi Tbk                                       ,0,ORDI        ,22  ,00000000650.00,00000000408.12,00007840000000,00007840000000,00100,--U2---1,--U-113-------22--------------          ,00007840000000
