20200109,062741,00000001,0,1,Begin sending records         
20200109,062809,00002521,0,2,idle time                     
20200109,062839,00002522,0,2,idle time                     
20200109,062909,00002523,0,2,idle time                     
20200109,062939,00002524,0,2,idle time                     
20200109,063009,00002525,0,2,idle time                     
20200109,063039,00002526,0,2,idle time                     
20200109,063109,00002527,0,2,idle time                     
20200109,063139,00002528,0,2,idle time                     
20200109,063209,00002529,0,2,idle time                     
20200109,063239,00002530,0,2,idle time                     
20200109,063309,00002531,0,2,idle time                     
20200109,063339,00002532,0,2,idle time                     
20200109,063409,00002533,0,2,idle time                     
20200109,063439,00002534,0,2,idle time                     
20200109,063509,00002535,0,2,idle time                     
20200109,063539,00002536,0,2,idle time                     
20200109,063609,00002537,0,2,idle time                     
20200109,063639,00002538,0,2,idle time                     
20200109,063709,00002539,0,2,idle time                     
20200109,063739,00002540,0,2,idle time                     
20200109,063809,00002541,0,2,idle time                     
20200109,063839,00002542,0,2,idle time                     
20200109,063909,00002543,0,2,idle time                     
20200109,063939,00002544,0,2,idle time                     
20200109,064009,00002545,0,2,idle time                     
20200109,064039,00002546,0,2,idle time                     
20200109,064109,00002547,0,2,idle time                     
20200109,064139,00002548,0,2,idle time                     
20200109,064209,00002549,0,2,idle time                     
20200109,064239,00002550,0,2,idle time                     
20200109,064309,00002551,0,2,idle time                     
20200109,064339,00002552,0,2,idle time                     
20200109,064409,00002553,0,2,idle time                     
20200109,064439,00002554,0,2,idle time                     
20200109,064509,00002555,0,2,idle time                     
20200109,064539,00002556,0,2,idle time                     
20200109,064609,00002557,0,2,idle time                     
20200109,064639,00002558,0,2,idle time                     
20200109,064709,00002559,0,2,idle time                     
20200109,064739,00002560,0,2,idle time                     
20200109,064809,00002561,0,2,idle time                     
20200109,064839,00002562,0,2,idle time                     
20200109,064909,00002563,0,2,idle time                     
20200109,064939,00002564,0,2,idle time                     
20200109,065009,00002565,0,2,idle time                     
20200109,065039,00002566,0,2,idle time                     
20200109,065109,00002567,0,2,idle time                     
20200109,065139,00002568,0,2,idle time                     
20200109,065209,00002569,0,2,idle time                     
20200109,065239,00002570,0,2,idle time                     
20200109,065309,00002571,0,2,idle time                     
20200109,065339,00002572,0,2,idle time                     
20200109,065409,00002573,0,2,idle time                     
20200109,065439,00002574,0,2,idle time                     
20200109,065509,00002575,0,2,idle time                     
20200109,065539,00002576,0,2,idle time                     
20200109,065609,00002577,0,2,idle time                     
20200109,065639,00002578,0,2,idle time                     
20200109,065709,00002579,0,2,idle time                     
20200109,065739,00002580,0,2,idle time                     
20200109,065809,00002581,0,2,idle time                     
20200109,065839,00002582,0,2,idle time                     
20200109,065909,00002583,0,2,idle time                     
20200109,065939,00002584,0,2,idle time                     
20200109,070009,00002585,0,2,idle time                     
20200109,070039,00002586,0,2,idle time                     
20200109,070109,00002587,0,2,idle time                     
20200109,070139,00002588,0,2,idle time                     
20200109,070209,00002589,0,2,idle time                     
20200109,070239,00002590,0,2,idle time                     
20200109,070309,00002591,0,2,idle time                     
20200109,070339,00002592,0,2,idle time                     
20200109,070409,00002593,0,2,idle time                     
20200109,070439,00002594,0,2,idle time                     
20200109,070509,00002595,0,2,idle time                     
20200109,070539,00002596,0,2,idle time                     
20200109,070609,00002597,0,2,idle time                     
20200109,070639,00002598,0,2,idle time                     
20200109,070709,00002599,0,2,idle time                     
20200109,070739,00002600,0,2,idle time                     
20200109,070809,00002601,0,2,idle time                     
20200109,070839,00002602,0,2,idle time                     
20200109,070909,00002603,0,2,idle time                     
20200109,070939,00002604,0,2,idle time                     
20200109,071009,00002605,0,2,idle time                     
20200109,071039,00002606,0,2,idle time                     
20200109,071109,00002607,0,2,idle time                     
20200109,071139,00002608,0,2,idle time                     
20200109,071209,00002609,0,2,idle time                     
20200109,071239,00002610,0,2,idle time                     
20200109,071309,00002611,0,2,idle time                     
20200109,071339,00002612,0,2,idle time                     
20200109,071409,00002613,0,2,idle time                     
20200109,071439,00002614,0,2,idle time                     
20200109,071509,00002615,0,2,idle time                     
20200109,071539,00002616,0,2,idle time                     
20200109,071609,00002617,0,2,idle time                     
20200109,071639,00002618,0,2,idle time                     
20200109,071709,00002619,0,2,idle time                     
20200109,071739,00002620,0,2,idle time                     
20200109,071809,00002621,0,2,idle time                     
20200109,071839,00002622,0,2,idle time                     
20200109,071909,00002623,0,2,idle time                     
20200109,071939,00002624,0,2,idle time                     
20200109,072009,00002625,0,2,idle time                     
20200109,072039,00002626,0,2,idle time                     
20200109,072109,00002627,0,2,idle time                     
20200109,072139,00002628,0,2,idle time                     
20200109,072209,00002629,0,2,idle time                     
20200109,072239,00002630,0,2,idle time                     
20200109,072309,00002631,0,2,idle time                     
20200109,072339,00002632,0,2,idle time                     
20200109,072409,00002633,0,2,idle time                     
20200109,072439,00002634,0,2,idle time                     
20200109,072509,00002635,0,2,idle time                     
20200109,072539,00002636,0,2,idle time                     
20200109,072609,00002637,0,2,idle time                     
20200109,072639,00002638,0,2,idle time                     
20200109,072709,00002639,0,2,idle time                     
20200109,072739,00002640,0,2,idle time                     
20200109,072809,00002641,0,2,idle time                     
20200109,072839,00002642,0,2,idle time                     
20200109,072909,00002643,0,2,idle time                     
20200109,072939,00002644,0,2,idle time                     
20200109,073009,00002645,0,2,idle time                     
20200109,073039,00002646,0,2,idle time                     
20200109,073109,00002647,0,2,idle time                     
20200109,073139,00002648,0,2,idle time                     
20200109,073209,00002649,0,2,idle time                     
20200109,073239,00002650,0,2,idle time                     
20200109,073309,00002651,0,2,idle time                     
20200109,073339,00002652,0,2,idle time                     
20200109,073409,00002653,0,2,idle time                     
20200109,073439,00002654,0,2,idle time                     
20200109,073509,00002655,0,2,idle time                     
20200109,073539,00002656,0,2,idle time                     
20200109,073609,00002657,0,2,idle time                     
20200109,073639,00002658,0,2,idle time                     
20200109,073709,00002659,0,2,idle time                     
20200109,073739,00002660,0,2,idle time                     
20200109,073809,00002661,0,2,idle time                     
20200109,073839,00002662,0,2,idle time                     
20200109,073909,00002663,0,2,idle time                     
20200109,073939,00002664,0,2,idle time                     
20200109,074009,00002665,0,2,idle time                     
20200109,074039,00002666,0,2,idle time                     
20200109,074109,00002667,0,2,idle time                     
20200109,074139,00002668,0,2,idle time                     
20200109,074209,00002669,0,2,idle time                     
20200109,074239,00002670,0,2,idle time                     
20200109,074309,00002671,0,2,idle time                     
20200109,074339,00002672,0,2,idle time                     
20200109,074409,00002673,0,2,idle time                     
20200109,074439,00002674,0,2,idle time                     
20200109,074509,00002675,0,2,idle time                     
20200109,074539,00002676,0,2,idle time                     
20200109,074609,00002677,0,2,idle time                     
20200109,074639,00002678,0,2,idle time                     
20200109,074709,00002679,0,2,idle time                     
20200109,074739,00002680,0,2,idle time                     
20200109,074809,00002681,0,2,idle time                     
20200109,074839,00002682,0,2,idle time                     
20200109,074909,00002683,0,2,idle time                     
20200109,074939,00002684,0,2,idle time                     
20200109,075009,00002685,0,2,idle time                     
20200109,075039,00002686,0,2,idle time                     
20200109,075109,00002687,0,2,idle time                     
20200109,075139,00002688,0,2,idle time                     
20200109,075209,00002689,0,2,idle time                     
20200109,075239,00002690,0,2,idle time                     
20200109,075309,00002691,0,2,idle time                     
20200109,075339,00002692,0,2,idle time                     
20200109,075409,00002693,0,2,idle time                     
20200109,075439,00002694,0,2,idle time                     
20200109,075509,00002695,0,2,idle time                     
20200109,075539,00002696,0,2,idle time                     
20200109,075609,00002697,0,2,idle time                     
20200109,075639,00002698,0,2,idle time                     
20200109,075709,00002699,0,2,idle time                     
20200109,075739,00002700,0,2,idle time                     
20200109,075809,00002701,0,2,idle time                     
20200109,075839,00002702,0,2,idle time                     
20200109,075909,00002703,0,2,idle time                     
20200109,075939,00002704,0,2,idle time                     
20200109,080009,00002705,0,2,idle time                     
20200109,080039,00002706,0,2,idle time                     
20200109,080109,00002707,0,2,idle time                     
20200109,080139,00002708,0,2,idle time                     
20200109,080209,00002709,0,2,idle time                     
20200109,080239,00002710,0,2,idle time                     
20200109,080309,00002711,0,2,idle time                     
20200109,080339,00002712,0,2,idle time                     
20200109,080409,00002713,0,2,idle time                     
20200109,080439,00002714,0,2,idle time                     
20200109,080509,00002715,0,2,idle time                     
20200109,080539,00002716,0,2,idle time                     
